globalID,docID,annotID,text,label,supports
12958,642,T9,Bei den Personas könnten die persönlichen Eigenschaften welche für Kaufprozess relevant sind erweitert werden Bspw.,Claim,None
12959,642,T10,Einkommen.,Premise,T9
12960,642,T11,In der Pre Phase des User Journeys wird zwischen der Suche nach Programmierangeboten und Anbietern unterschieden.,Claim,None
12961,642,T12,"Da wie eingangs erwähnt, die Angebote sehr knapp sind, würde ich hier anregen zu hinterfragen, ob die zwei Schritte überhaupt getrennt erfolgen.",Premise,T13
12961,642,T13,"Da wie eingangs erwähnt, die Angebote sehr knapp sind, würde ich hier anregen zu hinterfragen, ob die zwei Schritte überhaupt getrennt erfolgen.",Premise,T11
12962,642,T14,"Eventuell lohnt es sich, die Schritte zusammenzulegen.",Premise,T13
12963,642,None,Beim Schritt Post finde ich den ersten Kommentar,None,None
12964,642,None,"Als User möchte ich... ein wenig verwirrend,",None,None
12965,642,T16,da es ja den Teilnehmern darum geht Feedback zu erhalten und nicht zu geben.,Premise,T15
12966,642,T17,"Sollte ich dies missverstanden haben, wäre es sinnvoll hier den Begriff User anders zu verwenden.",Premise,T15
12967,642,None,3,None,None
12968,642,None,. Worauf sollte in der Überarbeitung der Lösung geachtet werden?,None,None
12969,642,T18,"Geben Sie hierbei konkrete VerbesserungsvorschlägeDie Personas könnten durch das Weglassen der Slide mit den Zusatzinformationen erweitert werden, um noch ein klareres Bild der Person zu geben.",Claim,None
12970,642,None,"Beim User Journey Schritt During wäre es hilfreich eindeutig zu sehen, ob es sich beim Begriff User um Jan und Hans resp.",None,None
12971,642,None,seine Kinder oder allgemeine User handelt.,None,None
12972,643,None,review3284,None,None
12973,643,T1,"StärkenDie Personas sind sehr gut gewählt, da diese unterschiedliche Kunden mit komplett anderen Bedürfnissen abdecken, was sich auch in den eindeutig unterscheidbaren Customer Stories äussert.",Claim,None
12973,643,T2,"StärkenDie Personas sind sehr gut gewählt, da diese unterschiedliche Kunden mit komplett anderen Bedürfnissen abdecken, was sich auch in den eindeutig unterscheidbaren Customer Stories äussert.",Premise,T1
12974,643,T3,"Zudem wurden die Ziele und Frustrationen der Personas nicht einfach allgemein beschrieben, sondern mit direktem Bezug zum jeweiligen Customer Journey.",Claim,None
12975,643,T4,Innerhalb des User Journey Cycles wurden die wichtigsten Activities identifiziert und meiner Meinung nach grösstenteils auch die relevanten Value Gaps gewählt.,Claim,None
12976,643,T5,"Die Value Gaps entsprechen Bedürfnissen, welche heute zwar von verschiedenen einzelnen Unternehmen bereits abgedeckt, jedoch noch nicht aus einer Hand von einem Reisebüro befriedigt werden.",Claim,None
12977,643,None,Schwächen  Verbesserungsvorschläge,None,None
12978,643,T6,Gewisse Schwächen sehe ich bei der Beschreibung der Persönlichkeit der beiden gewählten Personas.,Claim,None
12979,643,T7,"Dort wurden jeweils unterschiedliche Kriterien bspw. aktiv vs. ruhig zur Analyse hinzugezogen, was eine Vergleichbarkeit teilweise verhindert.",Premise,T6
12980,643,T8,"Ein wenig problematisch finde ich zudem, dass als Produkt/Service Reisebüros im Allgemeinen gewählt wurden und nicht ein konkretes Beispiel ausgewählt wurde.",Premise,T6
12981,643,T9,"Dies ist meiner Meinung nach zu Allgemein und führt dazu, dass einige Value Gaps in Wirklichkeit gar keine darstellen.",Premise,T8
12982,643,T10,So gibt es beispielsweise für die Activity Reisevorbereitung viele Reiseveranstalter die einem sehr exakte Infos über die Zieldestination geben und einem auch bei Vorabklärungen bspw. notwendige Impfungen behilflich sind.,Premise,T9
12982,643,T11,So gibt es beispielsweise für die Activity Reisevorbereitung viele Reiseveranstalter die einem sehr exakte Infos über die Zieldestination geben und einem auch bei Vorabklärungen bspw. notwendige Impfungen behilflich sind.,Premise,T10
12983,643,T12,Dasselbe Problem sehe ich bei der Aktivität Aktivitäten  Ausflugsmöglichkeiten suchen.,Premise,T13
12984,643,T13,Ich würde daher bestimmte Value Gaps nochmals überprüfen und durch einen engeren Bezug zu einem bestimmten Unternehmen den User Journey ein wenig eingrenzen.,Premise,T6
12985,644,None,review3288,None,None
12986,644,None,1,None,None
12987,644,T1,. StärkenDer/Die Autorin hat sich sehr viel Mühe bei der Ausarbeitung der beiden Personas gemacht und stellt zwei sehr unterschiedliche Charaktere dar.,Claim,None
12988,644,T2,"Eventuell wäre es interessant gewesen, einen Mann hier als zweite Persona zu wählen, da es dann in einigen Punkten bestimmt noch etwas stärkere Abweichungen gegeben hätte.",Claim,None
12988,644,T3,"Eventuell wäre es interessant gewesen, einen Mann hier als zweite Persona zu wählen, da es dann in einigen Punkten bestimmt noch etwas stärkere Abweichungen gegeben hätte.",Premise,T2
12989,644,T4,Grundsätzlich scheint die Auswahl der Personas jedoch sehr passend für die vorliegende User Journey.,Premise,T2
12990,644,T5,Zudem ist die User Journey sehr detailliert und schlüssig.2.,Claim,None
12991,644,None,Schwächen,None,None
12992,644,T6,Der User Journey Cycle ist sehr detailliert und gut ausgearbeitet.,Claim,None
12993,644,T7,Die SchritteFreunde um Rat fragen und  Beratung durch professionelle Stylistin scheinen aber eher für die Phase During passend.,Claim,None
12994,644,T8,"Zu den User Stories fällt auf, dass oft der eigentliche Nutzen bei den meisten Stories fehlt bzw nicht klar wird.3.",Claim,None
12995,644,T9,"VerbesserungsvorschlägeEs würde eventuell aber Sinn machen, die Schritte Freunde um Rat fragen und  Beratung durch professionelle Stylistin von der Post zur During Phase zu nehmen.",Claim,None
12996,644,T10,"Vermutlich wollen die User den Rat von Dritten erhalten bevor sie mit ihrem Mantel das Haus verlassen und nicht erst dann, wenn sie wieder zurück kehren.",Premise,T9
12997,644,T11,Die beiden Punkte könnten eventuell eher vor das Tragen eingeordnet werden.,Premise,T9
12998,644,None,Betreffend,None,None
12999,644,None,"Nutzenbeschreibung bei den einzelnen User Stories würde es Sinn machen, diesen versuchen noch klarer hervorzuheben.",None,None
13000,644,None,Beispielsweise heisst es beim Schritt,None,None
13001,644,None,"Inspirationen suchen, dass die beiden Perosnas Inspirationen auf Sozialen Medien suchen, doch es wird nicht ausgeführt, welcher Nutzen ihnen dadurch zu Teil wird.",None,None
13002,644,T14,"Beispielsweise könnte man hier anfügen, dass man durch die Inspirationssuche neue Optionen Marken, Modelle, Verkaufskanäle etc. kennenlernen möchte.",Premise,T13
13003,645,None,review3291,None,None
13004,645,None,Stärken der Lösung,None,None
13005,645,T1,"Persona sehr verständlich beschrieben, so dass man sich einfach in deren Lage hineinversetzen kann.",Claim,None
13006,645,T2,Besonders die Biographien sind hierbei hilfreich.,Premise,T1
13007,645,T3,Der User Journey wurde sehr detailliert dargestellt und lässt keine wesentlichen Punkte missen.,Claim,None
13008,645,T4,Besonders die Post Phase wurde sehr gut ausgearbeitet z.B. Download von zusätzlicher DrittSoftware.,Premise,T3
13008,645,T5,Besonders die Post Phase wurde sehr gut ausgearbeitet z.B. Download von zusätzlicher DrittSoftware.,Premise,T4
13009,645,T6,Bei den User Stories wurde gut zwischen den zwei Persona unterschieden.,Claim,None
13010,645,None,Schwächen der Lösung,None,None
13011,645,T7,"Geht man von dem Kauf eines Laptops bei Digitec.ch aus, ist die Phase Suche nach Lieferant von Laptops irrelevant für den User Journey, da schon vom Kauf auf Digitec.ch ausgegangen wird.",Claim,None
13011,645,T8,"Geht man von dem Kauf eines Laptops bei Digitec.ch aus, ist die Phase Suche nach Lieferant von Laptops irrelevant für den User Journey, da schon vom Kauf auf Digitec.ch ausgegangen wird.",Premise,T7
13012,645,T9,Aufgrund von der dazugehörenden User Story würde ich die Phase eher Vergleich verschiedener Laptop Marken/Modell nennen.,Claim,None
13013,645,T10,"Die Persona hätten vielleicht etwas spannender gewählt werden können, also mehr auch auf die extreme z.B. alt vs. jung bezogen, da sich dadurch die User Stories etwas besser unterscheiden lassen würden.",Claim,None
13013,645,T11,"Die Persona hätten vielleicht etwas spannender gewählt werden können, also mehr auch auf die extreme z.B. alt vs. jung bezogen, da sich dadurch die User Stories etwas besser unterscheiden lassen würden.",Premise,T10
13013,645,T12,"Die Persona hätten vielleicht etwas spannender gewählt werden können, also mehr auch auf die extreme z.B. alt vs. jung bezogen, da sich dadurch die User Stories etwas besser unterscheiden lassen würden.",Premise,T10
13014,645,T13,"VerbesserungsvorschlägeBei der Überarbeitung sollte auf die genaue Reihenfolge der Phasen im User Journey geachtet werden, bspw. ob der Kauf komplementär Güter hard und Software nicht schon der Pre Phase zuzuordnen ist.",Claim,None
13014,645,T14,"VerbesserungsvorschlägeBei der Überarbeitung sollte auf die genaue Reihenfolge der Phasen im User Journey geachtet werden, bspw. ob der Kauf komplementär Güter hard und Software nicht schon der Pre Phase zuzuordnen ist.",Premise,T13
13015,645,None,"Ein weiterer Punkt wäre, dass man die Phase Laptop nutzen",None,None
13016,645,None,"and zweite stelle setzt in DURING, da man den Laptop schon aktive benutzen",None,None
13017,645,None,muss für CloudSpeicher installieren.,None,None
13018,646,None,review3292,None,None
13019,646,T1,"Bei der Lösung gefallen mir besonders die gut gestallteten Personas, die ein hervorragendes Gesamtbild über Persönlichkeit, Interessen und Präferenzen der zwei UserTypen geben.",Claim,None
13020,646,T2,"Allerdings finde ich, dass die beiden Personas noch etwas stärker differenziert werden könnten, vor allem hinsichtlich ihrer Beweggründe warum sie fotografieren/filmen und ihre Ergebnisse dann online stellen.",Claim,None
13021,646,T3,"Machen sie das aus Spaß, um Aufmerksamkeit zu bekommen oder um damit Geld zu verdienen?",Premise,T2
13022,646,T4,Und welchen Content haben ihre Blogs/Vlogs?,Premise,T2
13023,646,T5,Was fotografieren sie?,Premise,T2
13024,646,T6,Für welche Community?,Premise,T2
13025,646,T7,"Zudem denke ich, dass gerade Experten wie Steven Bader nicht alles aus einem Guss brauchen/wollen, da sie sich von jeder Marke das beste heraussuchen können, weil sie Ahnung von den Produkten und den Unterschieden haben.",Premise,T2
13025,646,T8,"Zudem denke ich, dass gerade Experten wie Steven Bader nicht alles aus einem Guss brauchen/wollen, da sie sich von jeder Marke das beste heraussuchen können, weil sie Ahnung von den Produkten und den Unterschieden haben.",Premise,T7
13025,646,T9,"Zudem denke ich, dass gerade Experten wie Steven Bader nicht alles aus einem Guss brauchen/wollen, da sie sich von jeder Marke das beste heraussuchen können, weil sie Ahnung von den Produkten und den Unterschieden haben.",Premise,T8
13026,646,T10,"Die User Journey finde ich generell sehr gut gestaltet, die einzelnen Schritte bauen für mich schlüssig aufeinander auf.",Claim,None
13027,646,T11,"Jedoch ist mir nicht ganz klar, warum es sich nur um ein Angebot/Produkt von SONY handelt.",Claim,None
13028,646,T12,Könnte der beschriebene Cycle nicht auch auf jeden Kamerakauf von jedem xbeliebigen Kameranbieter zutreffen?,Premise,T11
13029,646,T13,"Bei der DetailAnsicht During ist mir aufgefallen, dass der Schritt Location Scouting aus der Gesamtübersicht nicht mitaufgenommen wurde.",Premise,T14
13030,646,T14,Diesen Schritt würde ich hier noch einfügen und wie gewohnt kommentieren.,Claim,None
13031,646,T15,Im nächsten Schritt geht es um die Inspiration aus der Community für die Location Suche.,Claim,None
13032,646,T16,"Hier denke ich, ist es doch für Blogger und Influencer sehr wichtig, dass sie an einem Ort sind an dem eventuell noch nicht so viele Leute vor ihnen waren.",Premise,T15
13033,646,T17,Deswegen stelle ich mir hier Empfehlungen innerhalb der Community und auch das Teilen dieser Locations eher schwierig vor.,Premise,T16
13034,646,T18,"Wohingegen ich mir Tips zu Kameraeinstellungen und generelle Reiseempfehlungen etc., wie später beschrieben sehr gut vorstellen kann.",Premise,T20
13035,646,T19,"Stattdessen könnte ich mir eher vorstellen, dass die Blogger selber Research betreiben, wo sie als nächstes hinwollen oder was ihre Community interessant findet.",Premise,T20
13036,646,T20,Deswegen habe ich den Kommentar bei Fotos/Videos teilen auch nicht verstanden.,Premise,T23
13037,646,T21,Wieso teile ich meine Fotos nur mit Gleichgesinnten sind das nur andere Fotografen oder sind in der Community nur Gleichgesinnte?,Premise,T20
13038,646,T22,Geht es dann dabei um die Technik des Fotografierens und die Bearbeitung selbst und dann nicht um das Teilen auf einem Blog oder beispspielsweise auf Instagram?,Premise,T21
13039,646,T23,"Deswegen fände ich, wie anfangs beschrieben, die Beweggründe der Personas und den ungefähren Inhalt der Bilder sehr wichtig.",Claim,None
13040,646,None,Kleiner Tip noch zur Darstellung,None,None
13041,646,T24,"Die Schrift bei den hellen Felder, den Value Gaps, würde ich aus Gründen der Lesbarkeit schwarz machen.",Claim,None
13042,647,None,"review3294
Persona",None,None
13043,647,None,1,None,None
13044,647,T1,Casey Zeller Casey ist als Persona sehr gut durchdacht und kohärent.,Claim,None
13045,647,T2,"Das Einzige, was nicht ganz klar ist, ist Ihre letzte Frustration.",Claim,None
13046,647,T3,"Soll es bedeuten, Sie mag lieber Gerät, in welchen alles vorhanden ist und nicht zusätzliche Gadgets benötigen?",Premise,T2
13047,647,None,Persona 2,None,None
13048,647,T4,Steven Bader Steven ist ebenfalls sehr logisch aufgebaut und nachvollziehbar.,Claim,None
13049,647,T5,Da gibt es meiner Meinung nach keine Verbesserungen vorzunehmen.,Premise,T4
13050,647,T6,Zur User Journey im Allgemeinen die Pre Phase ist aus meiner Sicht korrekt.,Claim,None
13051,647,T7,Hinterfragen könnte man den Value Gap beim Preisvergleich.,Claim,None
13052,647,T8,"Meiner Meinung nach, gehört dieser zur eigentlichen Kameraauswahl.",Premise,T7
13053,647,T9,"Viele Anbieter haben auf ihren Homepages eine Filterfunktion für den Preis, weshalb der Value Gap erübrigen.",Premise,T8
13054,647,T10,Bei der During Phase wurden viele gute Value Gaps identifiziert.,Claim,None
13055,647,T11,"Beim letzten Upload der Videos und Bilder in die Cloud stellt sich jedoch die Frage, ob dies nicht eher zu der Post Phase gehört.",Claim,None
13056,647,T12,Denn es gehört ja nicht mehr zum Fotografieren.,Premise,T11
13057,647,T13,Die Post Phase ist meiner Meinung nach einwandfrei.,Claim,None
13058,647,T14,"Pre Phase im Detail Ich habe das Termplate so verstanden, dass die grünen Aktivitäten jeweils immer aus Sicht der beiden Personas erläutert werden müssen und die grauen Gap jeweils mit dem Kommentar als User....",Premise,T15
13059,647,None,Infolgedessen fehlen die individuellen Ansichten der beiden Personas für die grünen Aktivitäten,None,None
13060,647,None,Suche nach Anbieter und Kamera kaufen.,None,None
13061,647,T16,"Dabei könnte man auf die einzelnen Personas eingehen, wie zum Beispiel, dass Casey sich im Internet schlau macht für den besten Anbieter und Steven lieber Experten nach ihren Meinung fragt, für die Auswahl des Anbieters.",Premise,T15
13061,647,T17,"Dabei könnte man auf die einzelnen Personas eingehen, wie zum Beispiel, dass Casey sich im Internet schlau macht für den besten Anbieter und Steven lieber Experten nach ihren Meinung fragt, für die Auswahl des Anbieters.",Premise,T16
13062,647,None,During Phase im Detail,None,None
13063,647,None,Die zweite und dritte Value Gap sind nicht besonders trennscharf.,None,None
13064,647,T19,In beiden kommt das Equipment und Location bzw. Reise vor.,Premise,T18
13065,647,T20,"Es könnte zum Beispiel eine Value Gap geben, die nur das Equipement betrifft.",Premise,T18
13066,647,T21,"Ausserdem ist die letzte Value Gap wie bereits zuvor erwähnt, der Post Phase zuzuordnen.",Claim,None
13067,647,None,Post,None,None
13068,647,None,"Phase im Detail auch hier zum Format, beim ersten Value Gap wurde die Perspektive der beiden Personas erläutert.",None,None
13069,647,T23,"Es macht zwar durchaus Sinn, da Beide unterschiedliche Bedürfnisse haben.",Premise,T25
13069,647,T24,"Es macht zwar durchaus Sinn, da Beide unterschiedliche Bedürfnisse haben.",Premise,T23
13070,647,T25,Man könnte dies aber auch zusammenfassen und ein Nachbearbeitungsprogramm mit vielen Freiheiten sowie vordefinierten Optionen beschreiben.,Claim,None
13071,647,T26,"Die restlichen Value Gaps sind sehr gut, da sich alles auf eine Feedback bzw. CommunityKultur bezieht, was hervorragend zu den digital Natives passt und die Bedürfnisse nach Anerkennung und Sozialität befriedigen.",Claim,None
13071,647,T27,"Die restlichen Value Gaps sind sehr gut, da sich alles auf eine Feedback bzw. CommunityKultur bezieht, was hervorragend zu den digital Natives passt und die Bedürfnisse nach Anerkennung und Sozialität befriedigen.",Premise,T26
13072,648,None,review3296,None,None
13073,648,None,1,None,None
13074,648,None,. Worin sehen Sie die Stärken der Lösung des Komilitonen?,None,None
13075,648,T1,Personas Sehr übersichtlich und grafisch anspruchsvoll dargestellt.,Claim,None
13076,648,T2,"Eine Vielzahl von Kernelementen werden genannt, so dass man sich die Personen ausreichend vorstellen und sich in Sie hineinversetzen kann.",Claim,None
13077,648,None,User Cycle,None,None
13078,648,None,Der User Cycle ist sehr detailliert dargestellt und gewinnt durch die Touchpoints zusätzlich an Aussagekraft.,None,None
13079,648,T4,"Die Value Gaps und Traditional Activities sind gut gewählt und die User Stories zeigen klar auf, wo sich die beiden Personas unterscheiden.2.Worin sehen Sie Schwächender Lösung des Kommilitonen und wie können diese behoben werden?",Claim,None
13080,648,T5,Bei den User Stories fällt oftmals der letzte Teil Begründung.,Premise,T6
13081,648,T6,"Achte bei der Formulierung auf das TemplateAs a , I want so that .Ansonsten ist mir bis auf einen kleinen Rechtschreibfehler bei der Biographie von AnnaLena Kontakt kein weiterer Kritikpunkt aufgefallen.",Claim,None
13081,648,T7,"Achte bei der Formulierung auf das TemplateAs a , I want so that .Ansonsten ist mir bis auf einen kleinen Rechtschreibfehler bei der Biographie von AnnaLena Kontakt kein weiterer Kritikpunkt aufgefallen.",Premise,T8
13082,648,T8,Starke Leistung!!!3.Worauf sollte in der Überarbeitung der Lösung geachtet werden?,Claim,None
13083,648,T9,"Wie bereits unter Punkt 2 erwähnt, fehlt oftmals der letzte Teil.",Claim,None
13084,648,None,Die Struktur deiner User Stories z.,None,None
13085,648,None,B.AnnaLena,None,None
13086,648,None,Ich finde eswichtig... sind gut so.,None,None
13087,648,T11,Achte auf die Begründung.,Claim,None
13088,649,None,review3301,None,None
13089,649,T1,Die Aufegebenstellung wurde sehr gut gelöst.,Claim,None
13090,649,T2,"Die Personas sind gut gestaltet und vorallem die Value Gaps sehr gut beschrieben, auch passend.",Premise,T1
13091,649,T3,"Man könnte es optisch besser gestalten, in dem z.B. die Blasen farbiger gestaltet und somit die Personas so optisch einfacher unterschieden kann.",Claim,None
13092,649,T4,Da auch die Folien recht gefüllt sind würde Farbe auch optisch von Vorteil sein.,Premise,T5
13092,649,T5,Da auch die Folien recht gefüllt sind würde Farbe auch optisch von Vorteil sein.,Claim,None
13093,650,None,review3302,None,None
13094,650,None,1,None,None
13095,650,None,. Worin sehen Sie die Stärken der Lösungdes Kommilitonen?,None,None
13096,650,T1,Unterschiedliche und detaillierte PersonasDetaillierter User CycleCoole,Claim,None
13097,650,None,Idee2.Worin sehen Sie Schwächender Lösung des Kommilitonen und wie können diese behoben werden?,None,None
13098,650,T3,Personas sehr stigmatisiertUser Cycle unübersichtlichUser Cycle nicht immer nur mit Activities/Values für den User sondern auch anderem gefüllt3.,Claim,None
13098,650,T4,Personas sehr stigmatisiertUser Cycle unübersichtlichUser Cycle nicht immer nur mit Activities/Values für den User sondern auch anderem gefüllt3.,Claim,None
13098,650,T5,Personas sehr stigmatisiertUser Cycle unübersichtlichUser Cycle nicht immer nur mit Activities/Values für den User sondern auch anderem gefüllt3.,Claim,None
13099,650,None,Worauf sollte in der Überarbeitung der Lösung geachtet werden?,None,None
13100,650,T6,"Geben Sie hierbei konkrete Verbesserungsvorschlägemit weniger Stereotypen bei den Personas arbeitenVielleicht ein paar weitere persönliche Eigenschaften wie Zivilstand, Kinder, HobbysBilder bei den Personas kommen immer gut",Claim,None
13101,650,T8,"anVielleicht fällt dir eine Möglichkeit ein, den User Cycle etwas übersichtlicher darzustellenDeine Value Gaps sind noch ein wenig chaotisch.",Claim,None
13101,650,T9,"anVielleicht fällt dir eine Möglichkeit ein, den User Cycle etwas übersichtlicher darzustellenDeine Value Gaps sind noch ein wenig chaotisch.",Premise,T8
13102,650,T10,Du solltest sie in eine logische Reihenfolge bringen,Premise,T8
13103,650,None,z.B.,None,None
13104,650,T11,der Punkt Zentrale Buchungsplattform sollte vor Transportmittel buchen kommen.,Premise,T10
13105,650,T12,"Manchmal hast du Punkte drinnen, die keine Value Gaps sind.",Claim,None
13106,650,T13,"So ist z.B. Vermittlungsgebühr an Subcontractors/Plattformen kein Value Gap des Users, sondern eher ein Teil des Geschäftsmodells.",Premise,T12
13107,650,T14,"Auch Punkte wie Produktwerbung, Platzierung Vorschläge sind keine Value Gaps, du solltest mehr aus der Sicht des Kunden denken",Premise,T12
13108,650,None,was hat er davon.,None,None
13109,650,T16,Nicht was hat die Unternehmung davon.,Premise,T14
13110,650,T17,Bei Individuelle Lösungen mit Premiumangeboten könntest du zum Beispiel ein Schlagwort Upgrades nehmen.,Claim,None
13111,650,T18,Dort könntest du dann in Klammern dazuschreiben was damit gemeint ist.,Premise,T17
13112,650,T19,"Dann ziehst du zwei Kästchen dazu mit den jeweiligen Personas, wo Johnny ein Carsharing haben möchte und Bernd eine Limousine.",Premise,T17
13113,651,None,review3303,None,None
13114,651,None,Stärken,None,None
13115,651,T1,Die Einleitung in die Thematik auf Seite 3 gefällt mir sehr gut.,Claim,None
13116,651,T2,"Sie hilft zu verstehen, wie dein Verständnis des Geschäftsmodells ist.",Premise,T1
13117,651,T3,"Die Steckbriefe sind gut gelungen, sie beschreiben die verschiedenen Charakteristika sehr gut.",Claim,None
13117,651,T4,"Die Steckbriefe sind gut gelungen, sie beschreiben die verschiedenen Charakteristika sehr gut.",Premise,T3
13118,651,T5,Sehr gute und detaillierte Ausarbeitung der User Journey mit vielen relevanten Value Gaps  Schwächen,Claim,None
13119,651,T6,Der User Journey Cycle erscheint auf den ersten Blick ziemlich unübersichtlich.,Premise,T7
13120,651,T7,"Ich würde vor allem die Value Gaps in PRE und DURING stärker/eindeutiger chronologisch strukturieren, um die gesamte Journey besser erfassen zu können.",Claim,None
13121,651,T8,"Die Vielfalt der Value Gaps sollte beibehalten werden, die Journey wurde von dir sehr detailliert und gut ausgearbeitet, das gefällt mir.",Claim,None
13122,651,T9,Die vielen grünen Linien überschneiden sich teilweise.,Premise,T10
13123,651,T10,"Vielleicht kriegst du es hin, dass auch diese übersichtlicher werden.",Claim,None
13124,651,None,Achte bei Überarbeitung auf Folgendes,None,None
13125,651,T11,Allgemein eine sehr gute Arbeit.,Claim,None
13126,651,T12,"Achte auf die Struktur, wie oben erwähnt.",Claim,None
13127,652,None,review3304,None,None
13128,652,T1,Das gewählte Bespiel ist sehr interessant und wurde gut durchdacht umgesetzt.,Premise,T4
13129,652,T2,Besonders die Persona gefallen und stellen typische Käufer von Flyerbikes dar.,Premise,T1
13130,652,T3,"Auch deren Attribute sowie Bespiele sind detailliert erklärt, erscheinen sehr plausibel und gut auf das Beispiel adaptiert.",Premise,T2
13131,652,T4,Sehr gute Arbeit bis anhin!,Claim,None
13132,652,None,"Es gibt noch einige kleine Unklarheiten oder Fragen, die sich sicherlich in der Überarbeitung ohne Weiteres beheben lassen.",None,None
13133,652,T5,"Um die Empathie bei den Persona noch zu erhöhen, ist es empfehlenswert, denen ein Bild zuzuordnen, um deren Plausibilität noch weiter zu erhöhen.",Claim,None
13134,652,T6,"Auch stellt sich die Frage, ob ein Hans Müller wirklich Cadillac als Lieblingsbrand hat, fühlt er sich als Schweizer Schreiner vielleicht nicht doch eher zu Europäischen Marken vlt. eher den VW Käfer hingezogen?",Claim,None
13134,652,T8,"Auch stellt sich die Frage, ob ein Hans Müller wirklich Cadillac als Lieblingsbrand hat, fühlt er sich als Schweizer Schreiner vielleicht nicht doch eher zu Europäischen Marken vlt. eher den VW Käfer hingezogen?",Premise,T6
13135,652,T7,Der User Journey Cycle ist soweit auch sehr plausibel und kohärent.,Claim,None
13136,652,T9,"Es gibt nur eine Frage, die sich vielleicht aus dem Unwissen des Feedbackgebenden resultiert, und zwar wird eine Versicherung aktiv von Flyer angeboten?",Claim,None
13137,652,T10,Ist das erweitert zur Garantie oder ist das die Garantie?,Premise,T9
13138,652,T11,"Falls ersteres der Fall sein sollte, müsste das noch entsprechen in der Post Phase erweitert werden.",Premise,T9
13139,653,None,review3307,None,None
13140,653,T1,"Die Aufgabenstellung wurde grundsätzlich gut erfüllt, da zwei Personae beschrieben wurden und die User Journey aufgezeigt wurde.",Claim,None
13140,653,T2,"Die Aufgabenstellung wurde grundsätzlich gut erfüllt, da zwei Personae beschrieben wurden und die User Journey aufgezeigt wurde.",Premise,T1
13141,653,T3,"Durch den Beschrieb der Personae erhält man einen guten Eindruck, wer die Personen sind und was sie ausmacht.",Premise,T2
13142,653,T4,"Um das User Verhalten in der User Journey noch besser nachzuvollziehen, ist es zu empfehlen, die Personalität mit weiteren Charaktereigenschaften zu ergänzen.",Claim,None
13143,653,T5,"Momentan ist z.B. nicht nachvollziehbar, warum Klara Fall darauf verzichtet, sich das Ranking anzusehen und Rainer Zufall wiederum einen grossen Wert darauf legt.",Premise,T4
13144,653,T6,"Bei der User Journey wurden zwar die traditionellen Aktivitäten und nachvollziehbare Value Gaps aufgeführt, jedoch wurde nicht jede dieser Aktivitäten detailliert beschrieben.",Premise,T4
13145,653,T7,Bei drei traditionellen Aktivitäten z.B. bei Suche nach einem Händler fehlt diese und muss noch formuliert werden.,Premise,T6
13146,653,T8,"Der technische Detailbeschrieb war zwar nicht Teil der Aufgabe, da dieser Tennisschläger aber sehr neu ist, gibt es dem Leser ein besseres Verständnis darüber, was dieser Schläger bereits alles kann.",Claim,None
13146,653,T9,"Der technische Detailbeschrieb war zwar nicht Teil der Aufgabe, da dieser Tennisschläger aber sehr neu ist, gibt es dem Leser ein besseres Verständnis darüber, was dieser Schläger bereits alles kann.",Premise,T10
13146,653,T10,"Der technische Detailbeschrieb war zwar nicht Teil der Aufgabe, da dieser Tennisschläger aber sehr neu ist, gibt es dem Leser ein besseres Verständnis darüber, was dieser Schläger bereits alles kann.",Premise,T8
13147,653,T11,"Grammatikalisch ist grundsätzlich alles korrekt, jedoch hat es ein paar Kommafehler und wenige Rechtschreibfehler.",Claim,None
13148,653,T12,Beispielsweise ist Übersichtilichkeit oder schiwerig nicht korrekt geschrieben.,Premise,T11
13149,654,None,review3309,None,None
13150,654,None,1,None,None
13151,654,T1,"Als eine Stärke sehe ich die identifizierten Value Gaps, sowie auch das Aufzeigen der bisherigen Aktivitäten.",Claim,None
13152,654,T2,Die User Journey ist stringent und kann als gute Grundlage für weitere Überlegungen/Arbeiten weiterverfolgt werden.,Premise,T1
13153,654,T3,"Eine Stärke finde ich zudem, dassUser Journey in der Detailansicht Post sehr ausführlich beschrieben ist und die unterschiedlichen Bedürfnisse der Personas zum User aufgezeigt werden.",Claim,None
13154,654,T4,"Eine weiter Stärke finde ich, dass die Motivationen der Personas sich in der User Journey widerspiegeln.2",Claim,None
13155,654,T5,"Eine Schwäche dieser Arbeit finde ich, dass nicht alle traditional Acitivities beschrieben worden sind, da bei manchen Acitivites/Value Gaps die typische User Journey fehlt.3 Als Verbesserungsvorschlag würde ich die die User Journey v.a. Pre und During noch bei allen Activities/Value Gaps erklären.",Claim,None
13155,654,T6,"Eine Schwäche dieser Arbeit finde ich, dass nicht alle traditional Acitivities beschrieben worden sind, da bei manchen Acitivites/Value Gaps die typische User Journey fehlt.3 Als Verbesserungsvorschlag würde ich die die User Journey v.a. Pre und During noch bei allen Activities/Value Gaps erklären.",Premise,T5
13155,654,T7,"Eine Schwäche dieser Arbeit finde ich, dass nicht alle traditional Acitivities beschrieben worden sind, da bei manchen Acitivites/Value Gaps die typische User Journey fehlt.3 Als Verbesserungsvorschlag würde ich die die User Journey v.a. Pre und During noch bei allen Activities/Value Gaps erklären.",Claim,None
13156,654,T8,"Obwohl der Kauf eines Rackets beispielsweise als selbst erklärend empfunden werden könnte, kann man hier beispielsweisedie Unterschiede auf Kauf in einem Geschäft oder im Internet aufzeigen.",Premise,T7
